turnstilelink_link_1,turnstilelink_link_1/_text,turnstilelink_link_1/_title,company_content,company_link,company_link/_text,company_link/_title,turnstilelink_link_2,turnstilelink_link_2/_text,turnstilelink_link_2/_title,turnstilelink_link_2_numbers,ratingnumber_number,slnounderline_value,slnounderline_value_numbers,location_value,moreloc_link,moreloc_link/_text,moreloc_link/_title,moreloc_link_numbers,snip_value,snip_value_prices,snip_values,summary_description,resultlinktext_value,resultlinkblock_value,date_value,date_value_numbers,label,savejob_label,email_link,email_link/_text,email_link/_title,more_label,mat_contents,mat_links,mat_links/_text,mat_links/_title,content,content_prices,links,links/_text,links/_title,"_PAGE_NUMBER"
"http://www.indeed.co.uk/rc/clk?jk=a2257da8fc459c47","Decision Science Manager","Decision Science Manager","Black Swan Associates Limited","","","","","","","","","","","London","","","","","£50,000 - £80,000 a year","50000; -80000","- Permanent","Working closely with data teams to acquire and on-board data needed for statistical projects. Manage a team of highly intelligent decision scientists....","Jobsite UK","-","4 days ago","4","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Black Swan Associates Limited jobs - London jobs; Salary Search: Pharmaceutical Sciences Manager salaries in London","http://www.indeed.co.uk/Black-Swan-Associates-Limited-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Pharmaceutical-Sciences-Manager-Salaries,-London-ENG?fromjk=a2257da8fc459c47&from=serp-more&campaignid=serp-more","Black Swan Associates Limited jobs; London jobs; Pharmaceutical Sciences Manager salaries in London","","Decision Science Manager Black Swan Associates Limited - London £50,000 - £80,000 a year - Permanent Working closely with data teams to acquire and on-board data needed for statistical projects. Manage a team of highly intelligent decision scientists.... Jobsite UK - 4 days ago - save job - email - more... View all Black Swan Associates Limited jobs - London jobs Salary Search: Pharmaceutical Sciences Manager salaries in London","50000; -80000","http://www.indeed.co.uk/rc/clk?jk=a2257da8fc459c47; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/Black-Swan-Associates-Limited-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Pharmaceutical-Sciences-Manager-Salaries,-London-ENG?fromjk=a2257da8fc459c47&from=serp-more&campaignid=serp-more","Decision Science Manager; save job; email; more...; ; Black Swan Associates Limited jobs; London jobs; Pharmaceutical Sciences Manager salaries in London","Decision Science Manager; Save this job to my.indeed; ; ; Close; ; ; ","3"
"http://www.indeed.co.uk/rc/clk?jk=3a204a5f7c19da46","Data Analyst","Data Analyst","Babylon Health","","","","","","","","","","","London","","","","","","","","A data scientist or analyst with experience in statistical and machine learning models, either academic or commercial....","11 days ago","","","","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Babylon Health jobs - London jobs; Salary Search: Data Analyst salaries in London","http://www.indeed.co.uk/Babylon-Health-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Data-Analyst-Salaries,-London-ENG?fromjk=3a204a5f7c19da46&from=serp-more&campaignid=serp-more","Babylon Health jobs; London jobs; Data Analyst salaries in London","","Data Analyst Babylon Health - London A data scientist or analyst with experience in statistical and machine learning models, either academic or commercial.... 11 days ago - save job - email - more... View all Babylon Health jobs - London jobs Salary Search: Data Analyst salaries in London","","http://www.indeed.co.uk/rc/clk?jk=3a204a5f7c19da46; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/Babylon-Health-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Data-Analyst-Salaries,-London-ENG?fromjk=3a204a5f7c19da46&from=serp-more&campaignid=serp-more","Data Analyst; save job; email; more...; ; Babylon Health jobs; London jobs; Data Analyst salaries in London","Data Analyst; Save this job to my.indeed; ; ; Close; ; ; ","3"
"http://www.indeed.co.uk/rc/clk?jk=0a9a35e1a82d3234","Associate Scientist - Life Sciences","Associate Scientist - Life Sciences","Hyper Recruitment Solutions Ltd","","","","","","","","","","","Cambridgeshire","","","","","","","Permanent","Your duties as the Associate Scientist will be varied however the key duties and responsibilities are as follows:....","eMedCareers.com","-","3 days ago","3","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Hyper Recruitment Solutions Ltd jobs - Cambridgeshire jobs; Salary Search: Associate Scientist salaries","http://www.indeed.co.uk/Hyper-Recruitment-Solutions-Ltd-jobs; http://www.indeed.co.uk/jobs-in-Cambridgeshire; http://www.indeed.co.uk/salaries/Associate-Scientist-Salaries?fromjk=0a9a35e1a82d3234&from=serp-more&campaignid=serp-more","Hyper Recruitment Solutions Ltd jobs; Cambridgeshire jobs; Associate Scientist salaries","","Associate Scientist - Life Sciences Hyper Recruitment Solutions Ltd - Cambridgeshire Permanent Your duties as the Associate Scientist will be varied however the key duties and responsibilities are as follows:.... eMedCareers.com - 3 days ago - save job - email - more... View all Hyper Recruitment Solutions Ltd jobs - Cambridgeshire jobs Salary Search: Associate Scientist salaries","","http://www.indeed.co.uk/rc/clk?jk=0a9a35e1a82d3234; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/Hyper-Recruitment-Solutions-Ltd-jobs; http://www.indeed.co.uk/jobs-in-Cambridgeshire; http://www.indeed.co.uk/salaries/Associate-Scientist-Salaries?fromjk=0a9a35e1a82d3234&from=serp-more&campaignid=serp-more","Associate Scientist - Life Sciences; save job; email; more...; ; Hyper Recruitment Solutions Ltd jobs; Cambridgeshire jobs; Associate Scientist salaries","Associate Scientist - Life Sciences; Save this job to my.indeed; ; ; Close; ; ; ","3"
"http://www.indeed.co.uk/rc/clk?jk=d7470a22f0be4603","Data Science Engineer","Data Science Engineer","Direct Line Group","http://www.indeed.co.uk/cmp/Direct-Line-Group?from=SERP&campaignid=serp-linkcompanyname&fromjk=d7470a22f0be4603&jcid=2ce89f30145c68e8","Direct Line Group","","http://www.indeed.co.uk/cmp/Direct-Line-Group/reviews?jcid=2ce89f30145c68e8","3.5105 reviews","Direct Line Group reviews","3.5105","3.5","105 reviews","105","Bromley","","","","","","","","Working closely with Data Scientists, you will be responsible for expanding our data processing framework; Data Science Engineer....","2 days ago","","","","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Direct Line Group jobs - Bromley jobs; Salary Search: Data Warehouse Engineer salaries in Bromley; Learn more about working at Direct Line Group","http://www.indeed.co.uk/Direct-Line-Group-jobs; http://www.indeed.co.uk/jobs-in-Bromley; http://www.indeed.co.uk/salaries/Data-Warehouse-Engineer-Salaries,-Bromley-ENG?fromjk=d7470a22f0be4603&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Direct-Line-Group?fromjk=d7470a22f0be4603&from=serp-more&campaignid=serp-more&jcid=2ce89f30145c68e8","Direct Line Group jobs; Bromley jobs; Data Warehouse Engineer salaries in Bromley; Direct Line Group","","Data Science Engineer Direct Line Group - 3.5105 reviews - Bromley Working closely with Data Scientists, you will be responsible for expanding our data processing framework; Data Science Engineer.... 2 days ago - save job - email - more... View all Direct Line Group jobs - Bromley jobs Salary Search: Data Warehouse Engineer salaries in Bromley Learn more about working at Direct Line Group","","http://www.indeed.co.uk/rc/clk?jk=d7470a22f0be4603; http://www.indeed.co.uk/cmp/Direct-Line-Group?from=SERP&campaignid=serp-linkcompanyname&fromjk=d7470a22f0be4603&jcid=2ce89f30145c68e8; http://www.indeed.co.uk/cmp/Direct-Line-Group/reviews?jcid=2ce89f30145c68e8; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/Direct-Line-Group-jobs; http://www.indeed.co.uk/jobs-in-Bromley; http://www.indeed.co.uk/salaries/Data-Warehouse-Engineer-Salaries,-Bromley-ENG?fromjk=d7470a22f0be4603&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Direct-Line-Group?fromjk=d7470a22f0be4603&from=serp-more&campaignid=serp-more&jcid=2ce89f30145c68e8","Data Science Engineer; Direct Line Group; 3.5105 reviews; save job; email; more...; ; Direct Line Group jobs; Bromley jobs; Data Warehouse Engineer salaries in Bromley; Direct Line Group","Data Science Engineer; ; Direct Line Group reviews; Save this job to my.indeed; ; ; Close; ; ; ; ","3"
"http://www.indeed.co.uk/rc/clk?jk=2d73eaad2f89202c","Quantitative Analyst","Quantitative Analyst","Citi","http://www.indeed.co.uk/cmp/Citi?from=SERP&campaignid=serp-linkcompanyname&fromjk=2d73eaad2f89202c&jcid=5bcd1ef0a7f4fb99","Citi","","http://www.indeed.co.uk/cmp/Citi/reviews?jcid=5bcd1ef0a7f4fb99","3.97,334 reviews","Citi reviews","397.334","3.9","7,334 reviews","7334","London","","","","","","","","Description Job Purpose: To assist in the development, design, implementation and marketing of algorithmic products for internal and external clients of the","15 days ago","","","","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Citi jobs - London jobs; Salary Search: Quantitative Analyst salaries in London; Learn more about working at Citi","http://www.indeed.co.uk/Citi-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Quantitative-Analyst-Salaries,-London-ENG?fromjk=2d73eaad2f89202c&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Citi?fromjk=2d73eaad2f89202c&from=serp-more&campaignid=serp-more&jcid=5bcd1ef0a7f4fb99","Citi jobs; London jobs; Quantitative Analyst salaries in London; Citi","","Quantitative Analyst Citi - 3.97,334 reviews - London Description Job Purpose: To assist in the development, design, implementation and marketing of algorithmic products for internal and external clients of the 15 days ago - save job - email - more... View all Citi jobs - London jobs Salary Search: Quantitative Analyst salaries in London Learn more about working at Citi","","http://www.indeed.co.uk/rc/clk?jk=2d73eaad2f89202c; http://www.indeed.co.uk/cmp/Citi?from=SERP&campaignid=serp-linkcompanyname&fromjk=2d73eaad2f89202c&jcid=5bcd1ef0a7f4fb99; http://www.indeed.co.uk/cmp/Citi/reviews?jcid=5bcd1ef0a7f4fb99; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/Citi-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Quantitative-Analyst-Salaries,-London-ENG?fromjk=2d73eaad2f89202c&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Citi?fromjk=2d73eaad2f89202c&from=serp-more&campaignid=serp-more&jcid=5bcd1ef0a7f4fb99","Quantitative Analyst; Citi; 3.97,334 reviews; save job; email; more...; ; Citi jobs; London jobs; Quantitative Analyst salaries in London; Citi","Quantitative Analyst; ; Citi reviews; Save this job to my.indeed; ; ; Close; ; ; ; ","3"
"http://www.indeed.co.uk/rc/clk?jk=e4e3e87b9d31478c","ASOS Careers | Data Scientist - Customer profiling | London","ASOS Careers | Data Scientist - Customer profiling | London","ASOS","","","","","","","","","","","London","","","","","","","","Data Scientist - Customer Profiling. Senior Data Scientist - Customer Profiling. We are looking for Data Scientists to join our customer personalisation team....","30+ days ago","","","","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all ASOS jobs - London jobs; Salary Search: Data Scientist salaries in London; Learn more about working at Asos","http://www.indeed.co.uk/Asos-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-London-ENG?fromjk=e4e3e87b9d31478c&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Asos?fromjk=e4e3e87b9d31478c&from=serp-more&campaignid=serp-more&jcid=e8a6ca0e808e10da","ASOS jobs; London jobs; Data Scientist salaries in London; Asos","","ASOS Careers | Data Scientist - Customer profiling | London ASOS - London Data Scientist - Customer Profiling. Senior Data Scientist - Customer Profiling. We are looking for Data Scientists to join our customer personalisation team.... 30+ days ago - save job - email - more... View all ASOS jobs - London jobs Salary Search: Data Scientist salaries in London Learn more about working at Asos","","http://www.indeed.co.uk/rc/clk?jk=e4e3e87b9d31478c; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/Asos-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-London-ENG?fromjk=e4e3e87b9d31478c&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Asos?fromjk=e4e3e87b9d31478c&from=serp-more&campaignid=serp-more&jcid=e8a6ca0e808e10da","ASOS Careers | Data Scientist - Customer profiling | London; save job; email; more...; ; ASOS jobs; London jobs; Data Scientist salaries in London; Asos","ASOS Careers | Data Scientist - Customer profiling | London; Save this job to my.indeed; ; ; Close; ; ; ; ","3"
"http://www.indeed.co.uk/rc/clk?jk=9440590aca4fc438","Junior Data Scientist","Junior Data Scientist","Satigo Limited","","","","","","","","","","","London","","","","","£30,000 - £40,000 a year","30000; -40000","- Permanent","Data Scientist Responsibilities:. An outstanding opportunity for a Junior Data Scientist with strong mathematical modelling skills has appeared on the market....","Jobsite UK","-","2 days ago","2","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Satigo Limited jobs - London jobs; Salary Search: Data Scientist salaries in London","http://www.indeed.co.uk/Satigo-Limited-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-London-ENG?fromjk=9440590aca4fc438&from=serp-more&campaignid=serp-more","Satigo Limited jobs; London jobs; Data Scientist salaries in London","","Junior Data Scientist Satigo Limited - London £30,000 - £40,000 a year - Permanent Data Scientist Responsibilities:. An outstanding opportunity for a Junior Data Scientist with strong mathematical modelling skills has appeared on the market.... Jobsite UK - 2 days ago - save job - email - more... View all Satigo Limited jobs - London jobs Salary Search: Data Scientist salaries in London","30000; -40000","http://www.indeed.co.uk/rc/clk?jk=9440590aca4fc438; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=20#; http://www.indeed.co.uk/Satigo-Limited-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-London-ENG?fromjk=9440590aca4fc438&from=serp-more&campaignid=serp-more","Junior Data Scientist; save job; email; more...; ; Satigo Limited jobs; London jobs; Data Scientist salaries in London","Junior Data Scientist; Save this job to my.indeed; ; ; Close; ; ; ","3"
"http://www.indeed.co.uk/rc/clk?jk=930cfc18533c72bc","Senior SEM Executive","Senior SEM Executive","Lyst","","","","","","","","","","","London","","","","","","","","A world class team of engineers and data scientists. Highly analytical and very comfortable with raw data. Execute tests, collect and analyse data, identify...","30+ days ago","","","","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Lyst jobs - London jobs; Salary Search: Senior Executive Manager salaries in London; Learn more about working at Lyst","http://www.indeed.co.uk/Lyst-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Senior-Executive-Manager-Salaries,-London-ENG?fromjk=930cfc18533c72bc&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Lyst?fromjk=930cfc18533c72bc&from=serp-more&campaignid=serp-more&jcid=961b94f8b0e7e69c","Lyst jobs; London jobs; Senior Executive Manager salaries in London; Lyst","","Senior SEM Executive Lyst - London A world class team of engineers and data scientists. Highly analytical and very comfortable with raw data. Execute tests, collect and analyse data, identify... 30+ days ago - save job - email - more... View all Lyst jobs - London jobs Salary Search: Senior Executive Manager salaries in London Learn more about working at Lyst","","http://www.indeed.co.uk/rc/clk?jk=930cfc18533c72bc; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=30#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=30#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=30#; http://www.indeed.co.uk/Lyst-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Senior-Executive-Manager-Salaries,-London-ENG?fromjk=930cfc18533c72bc&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Lyst?fromjk=930cfc18533c72bc&from=serp-more&campaignid=serp-more&jcid=961b94f8b0e7e69c","Senior SEM Executive; save job; email; more...; ; Lyst jobs; London jobs; Senior Executive Manager salaries in London; Lyst","Senior SEM Executive; Save this job to my.indeed; ; ; Close; ; ; ; ","4"
"http://www.indeed.co.uk/rc/clk?jk=3cef41dfa81926b6","Graduate Statistician","Graduate Statistician","Covance","http://www.indeed.co.uk/cmp/Covance?from=SERP&campaignid=serp-linkcompanyname&fromjk=3cef41dfa81926b6&jcid=8c8fa600b6a5fdd5","Covance","","http://www.indeed.co.uk/cmp/Covance/reviews?jcid=8c8fa600b6a5fdd5","3.0165 reviews","Covance reviews","3.0165","3","165 reviews","165","Harrogate","","","","","","","","Liaise with internal clients, as required, about the requirements for analysis of study data. SAS programming and related activities for the presentation and...","30+ days ago","","","","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Covance jobs - Harrogate jobs; Salary Search: Statistician salaries in Harrogate; Learn more about working at Covance","http://www.indeed.co.uk/Covance-jobs; http://www.indeed.co.uk/jobs-in-Harrogate; http://www.indeed.co.uk/salaries/Statistician-Salaries,-Harrogate-ENG?fromjk=3cef41dfa81926b6&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Covance?fromjk=3cef41dfa81926b6&from=serp-more&campaignid=serp-more&jcid=8c8fa600b6a5fdd5","Covance jobs; Harrogate jobs; Statistician salaries in Harrogate; Covance","","Graduate Statistician Covance - 3.0165 reviews - Harrogate Liaise with internal clients, as required, about the requirements for analysis of study data. SAS programming and related activities for the presentation and... 30+ days ago - save job - email - more... View all Covance jobs - Harrogate jobs Salary Search: Statistician salaries in Harrogate Learn more about working at Covance","","http://www.indeed.co.uk/rc/clk?jk=3cef41dfa81926b6; http://www.indeed.co.uk/cmp/Covance?from=SERP&campaignid=serp-linkcompanyname&fromjk=3cef41dfa81926b6&jcid=8c8fa600b6a5fdd5; http://www.indeed.co.uk/cmp/Covance/reviews?jcid=8c8fa600b6a5fdd5; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=30#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=30#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=30#; http://www.indeed.co.uk/Covance-jobs; http://www.indeed.co.uk/jobs-in-Harrogate; http://www.indeed.co.uk/salaries/Statistician-Salaries,-Harrogate-ENG?fromjk=3cef41dfa81926b6&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Covance?fromjk=3cef41dfa81926b6&from=serp-more&campaignid=serp-more&jcid=8c8fa600b6a5fdd5","Graduate Statistician; Covance; 3.0165 reviews; save job; email; more...; ; Covance jobs; Harrogate jobs; Statistician salaries in Harrogate; Covance","Graduate Statistician; ; Covance reviews; Save this job to my.indeed; ; ; Close; ; ; ; ","4"
"http://www.indeed.co.uk/rc/clk?jk=83c687b6db348528","Data Scientist / Software Developer","Data Scientist / Software Developer","Tessella","","","","","","","","","","","Abingdon","http://www.indeed.co.uk/jobs?q=data+scientist&l=England&rbt=Data+Scientist+%2F+Software+Developer&rbc=Tessella&jtid=0bd76e1bde222e68&jcid=212af5778aa7175d&grp=tcl","+3 locations","","","£25,000 - £35,000 a year","25000; -35000","","Understanding of data and the ability to interpret large volumes of data to draw conclusions. The services we offer clients include data analytics, informatics...","30+ days ago","","","","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Tessella jobs - Abingdon jobs; Salary Search: Data Scientist salaries in Abingdon; Learn more about working at Tessella","http://www.indeed.co.uk/Tessella-jobs; http://www.indeed.co.uk/jobs-in-Abingdon; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-Abingdon-ENG?fromjk=83c687b6db348528&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Tessella?fromjk=83c687b6db348528&from=serp-more&campaignid=serp-more&jcid=212af5778aa7175d","Tessella jobs; Abingdon jobs; Data Scientist salaries in Abingdon; Tessella","","Data Scientist / Software Developer Tessella - Abingdon +3 locations £25,000 - £35,000 a year Understanding of data and the ability to interpret large volumes of data to draw conclusions. The services we offer clients include data analytics, informatics... 30+ days ago - save job - email - more... View all Tessella jobs - Abingdon jobs Salary Search: Data Scientist salaries in Abingdon Learn more about working at Tessella","25000; -35000","http://www.indeed.co.uk/rc/clk?jk=83c687b6db348528; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&rbt=Data+Scientist+%2F+Software+Developer&rbc=Tessella&jtid=0bd76e1bde222e68&jcid=212af5778aa7175d&grp=tcl; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=30#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=30#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=30#; http://www.indeed.co.uk/Tessella-jobs; http://www.indeed.co.uk/jobs-in-Abingdon; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-Abingdon-ENG?fromjk=83c687b6db348528&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Tessella?fromjk=83c687b6db348528&from=serp-more&campaignid=serp-more&jcid=212af5778aa7175d","Data Scientist / Software Developer; +3 locations; save job; email; more...; ; Tessella jobs; Abingdon jobs; Data Scientist salaries in Abingdon; Tessella","Data Scientist / Software Developer; ; Save this job to my.indeed; ; ; Close; ; ; ; ","4"
"http://www.indeed.co.uk/rc/clk?jk=9bd2004753e4ea7a","Clinical Data Scientist - Cognitive Therapy","Clinical Data Scientist - Cognitive Therapy","Zest Business Group","","","","","","","","","","","Cambridge","http://www.indeed.co.uk/jobs?q=data+scientist&l=England&rbt=Clinical+Data+Scientist+-+Cognitive+Therapy&rbc=Zest+Business+Group&jtid=3ebd60bf6e51046b&jcid=e0aee510453cfedd&grp=tcl","+1 location","","","£28,000 - £35,000 a year","28000; -35000","- Permanent","Zest Scientific Recruitment has been instructed by a leading provider of Cognitive Behavioral Therapy to identify a Clinical Data Scientist to join a growing...","TotalJobs.com","-","25 days ago","25","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Zest Business Group jobs - Cambridge jobs; Salary Search: Data Scientist salaries in Cambridge","http://www.indeed.co.uk/Zest-Business-Group-jobs; http://www.indeed.co.uk/jobs-in-Cambridge; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-Cambridge-ENG?fromjk=9bd2004753e4ea7a&from=serp-more&campaignid=serp-more","Zest Business Group jobs; Cambridge jobs; Data Scientist salaries in Cambridge","","Clinical Data Scientist - Cognitive Therapy Zest Business Group - Cambridge +1 location £28,000 - £35,000 a year - Permanent Zest Scientific Recruitment has been instructed by a leading provider of Cognitive Behavioral Therapy to identify a Clinical Data Scientist to join a growing... TotalJobs.com - 25 days ago - save job - email - more... View all Zest Business Group jobs - Cambridge jobs Salary Search: Data Scientist salaries in Cambridge","28000; -35000","http://www.indeed.co.uk/rc/clk?jk=9bd2004753e4ea7a; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&rbt=Clinical+Data+Scientist+-+Cognitive+Therapy&rbc=Zest+Business+Group&jtid=3ebd60bf6e51046b&jcid=e0aee510453cfedd&grp=tcl; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=30#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=30#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=30#; http://www.indeed.co.uk/Zest-Business-Group-jobs; http://www.indeed.co.uk/jobs-in-Cambridge; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-Cambridge-ENG?fromjk=9bd2004753e4ea7a&from=serp-more&campaignid=serp-more","Clinical Data Scientist - Cognitive Therapy; +1 location; save job; email; more...; ; Zest Business Group jobs; Cambridge jobs; Data Scientist salaries in Cambridge","Clinical Data Scientist - Cognitive Therapy; ; Save this job to my.indeed; ; ; Close; ; ; ","4"
